id,word,candidate_input,boundary_position,label,gold_segmentation_x,source_page,base_id,gold_word,gold_segmentation_y,gold_source_page,word_match,segmentation_match,source_page_match,surface_concatenative,candidate_has_boundary_marker,expected_label,label_match,validation_status,validation_note
K00771_2,সুগুমমারি,সুগুমমারি‡সু•গুমমারি,2,0,সুগুম+মারি,141,K00771,সুগুমমারি,সুগুম+মারি,141,True,True,True,True,True,0,True,VALIDATED,"Word, segmentation, source page, and binary boundary label independently match the surface-concatenative gold boundary."
K00771_3,সুগুমমারি,সুগুমমারি‡সুগ•ুমমারি,3,0,সুগুম+মারি,141,K00771,সুগুমমারি,সুগুম+মারি,141,True,True,True,True,True,0,True,VALIDATED,"Word, segmentation, source page, and binary boundary label independently match the surface-concatenative gold boundary."
K00771_4,সুগুমমারি,সুগুমমারি‡সুগু•মমারি,4,0,সুগুম+মারি,141,K00771,সুগুমমারি,সুগুম+মারি,141,True,True,True,True,True,0,True,VALIDATED,"Word, segmentation, source page, and binary boundary label independently match the surface-concatenative gold boundary."
K00771_5,সুগুমমারি,সুগুমমারি‡সুগুম•মারি,5,1,সুগুম+মারি,141,K00771,সুগুমমারি,সুগুম+মারি,141,True,True,True,True,True,1,True,VALIDATED,"Word, segmentation, source page, and binary boundary label independently match the surface-concatenative gold boundary."
K00771_6,সুগুমমারি,সুগুমমারি‡সুগুমম•ারি,6,0,সুগুম+মারি,141,K00771,সুগুমমারি,সুগুম+মারি,141,True,True,True,True,True,0,True,VALIDATED,"Word, segmentation, source page, and binary boundary label independently match the surface-concatenative gold boundary."
K00771_7,সুগুমমারি,সুগুমমারি‡সুগুমমা•রি,7,0,সুগুম+মারি,141,K00771,সুগুমমারি,সুগুম+মারি,141,True,True,True,True,True,0,True,VALIDATED,"Word, segmentation, source page, and binary boundary label independently match the surface-concatenative gold boundary."
K00771_8,সুগুমমারি,সুগুমমারি‡সুগুমমার•ি,8,0,সুগুম+মারি,141,K00771,সুগুমমারি,সুগুম+মারি,141,True,True,True,True,True,0,True,VALIDATED,"Word, segmentation, source page, and binary boundary label independently match the surface-concatenative gold boundary."
K00772_1,চুপটিমারি,চুপটিমারি‡চ•ুপটিমারি,1,0,চুপটি+মারি,141,K00772,চুপটিমারি,চুপটি+মারি,141,True,True,True,True,True,0,True,VALIDATED,"Word, segmentation, source page, and binary boundary label independently match the surface-concatenative gold boundary."
K00772_2,চুপটিমারি,চুপটিমারি‡চু•পটিমারি,2,0,চুপটি+মারি,141,K00772,চুপটিমারি,চুপটি+মারি,141,True,True,True,True,True,0,True,VALIDATED,"Word, segmentation, source page, and binary boundary label independently match the surface-concatenative gold boundary."
K00772_3,চুপটিমারি,চুপটিমারি‡চুপ•টিমারি,3,0,চুপটি+মারি,141,K00772,চুপটিমারি,চুপটি+মারি,141,True,True,True,True,True,0,True,VALIDATED,"Word, segmentation, source page, and binary boundary label independently match the surface-concatenative gold boundary."
K00772_4,চুপটিমারি,চুপটিমারি‡চুপট•িমারি,4,0,চুপটি+মারি,141,K00772,চুপটিমারি,চুপটি+মারি,141,True,True,True,True,True,0,True,VALIDATED,"Word, segmentation, source page, and binary boundary label independently match the surface-concatenative gold boundary."
K00772_5,চুপটিমারি,চুপটিমারি‡চুপটি•মারি,5,1,চুপটি+মারি,141,K00772,চুপটিমারি,চুপটি+মারি,141,True,True,True,True,True,1,True,VALIDATED,"Word, segmentation, source page, and binary boundary label independently match the surface-concatenative gold boundary."
K00772_6,চুপটিমারি,চুপটিমারি‡চুপটিম•ারি,6,0,চুপটি+মারি,141,K00772,চুপটিমারি,চুপটি+মারি,141,True,True,True,True,True,0,True,VALIDATED,"Word, segmentation, source page, and binary boundary label independently match the surface-concatenative gold boundary."
K00772_7,চুপটিমারি,চুপটিমারি‡চুপটিমা•রি,7,0,চুপটি+মারি,141,K00772,চুপটিমারি,চুপটি+মারি,141,True,True,True,True,True,0,True,VALIDATED,"Word, segmentation, source page, and binary boundary label independently match the surface-concatenative gold boundary."
K00772_8,চুপটিমারি,চুপটিমারি‡চুপটিমার•ি,8,0,চুপটি+মারি,141,K00772,চুপটিমারি,চুপটি+মারি,141,True,True,True,True,True,0,True,VALIDATED,"Word, segmentation, source page, and binary boundary label independently match the surface-concatenative gold boundary."
K00773_1,মালতিরাকর,মালতিরাকর‡ম•ালতিরাকর,1,0,মালতিরা+কর,142,K00773,মালতিরাকর,মালতিরা+কর,142,True,True,True,True,True,0,True,VALIDATED,"Word, segmentation, source page, and binary boundary label independently match the surface-concatenative gold boundary."
K00773_2,মালতিরাকর,মালতিরাকর‡মা•লতিরাকর,2,0,মালতিরা+কর,142,K00773,মালতিরাকর,মালতিরা+কর,142,True,True,True,True,True,0,True,VALIDATED,"Word, segmentation, source page, and binary boundary label independently match the surface-concatenative gold boundary."
K00773_3,মালতিরাকর,মালতিরাকর‡মাল•তিরাকর,3,0,মালতিরা+কর,142,K00773,মালতিরাকর,মালতিরা+কর,142,True,True,True,True,True,0,True,VALIDATED,"Word, segmentation, source page, and binary boundary label independently match the surface-concatenative gold boundary."
K00773_4,মালতিরাকর,মালতিরাকর‡মালত•িরাকর,4,0,মালতিরা+কর,142,K00773,মালতিরাকর,মালতিরা+কর,142,True,True,True,True,True,0,True,VALIDATED,"Word, segmentation, source page, and binary boundary label independently match the surface-concatenative gold boundary."
K00773_5,মালতিরাকর,মালতিরাকর‡মালতি•রাকর,5,0,মালতিরা+কর,142,K00773,মালতিরাকর,মালতিরা+কর,142,True,True,True,True,True,0,True,VALIDATED,"Word, segmentation, source page, and binary boundary label independently match the surface-concatenative gold boundary."
K00773_6,মালতিরাকর,মালতিরাকর‡মালতির•াকর,6,0,মালতিরা+কর,142,K00773,মালতিরাকর,মালতিরা+কর,142,True,True,True,True,True,0,True,VALIDATED,"Word, segmentation, source page, and binary boundary label independently match the surface-concatenative gold boundary."
K00773_7,মালতিরাকর,মালতিরাকর‡মালতিরা•কর,7,1,মালতিরা+কর,142,K00773,মালতিরাকর,মালতিরা+কর,142,True,True,True,True,True,1,True,VALIDATED,"Word, segmentation, source page, and binary boundary label independently match the surface-concatenative gold boundary."
K00773_8,মালতিরাকর,মালতিরাকর‡মালতিরাক•র,8,0,মালতিরা+কর,142,K00773,মালতিরাকর,মালতিরা+কর,142,True,True,True,True,True,0,True,VALIDATED,"Word, segmentation, source page, and binary boundary label independently match the surface-concatenative gold boundary."
K00774_1,রিঝুক,রিঝুক‡র•িঝুক,1,0,রিঝু+ক,142,K00774,রিঝুক,রিঝু+ক,142,True,True,True,True,True,0,True,VALIDATED,"Word, segmentation, source page, and binary boundary label independently match the surface-concatenative gold boundary."
K00774_2,রিঝুক,রিঝুক‡রি•ঝুক,2,0,রিঝু+ক,142,K00774,রিঝুক,রিঝু+ক,142,True,True,True,True,True,0,True,VALIDATED,"Word, segmentation, source page, and binary boundary label independently match the surface-concatenative gold boundary."
K00774_3,রিঝুক,রিঝুক‡রিঝ•ুক,3,0,রিঝু+ক,142,K00774,রিঝুক,রিঝু+ক,142,True,True,True,True,True,0,True,VALIDATED,"Word, segmentation, source page, and binary boundary label independently match the surface-concatenative gold boundary."
K00774_4,রিঝুক,রিঝুক‡রিঝু•ক,4,1,রিঝু+ক,142,K00774,রিঝুক,রিঝু+ক,142,True,True,True,True,True,1,True,VALIDATED,"Word, segmentation, source page, and binary boundary label independently match the surface-concatenative gold boundary."
